timestamp,DRIVE_COMMAND_angularAcceleration,DRIVE_COMMAND_angularVelocity,DRIVE_COMMAND_forwardAcceleration,DRIVE_COMMAND_forwardVelocity,DRIVE_COMMAND_lateralAcceleration,DRIVE_COMMAND_lateralVelocity,ESTIMATED_POSE_heading,ESTIMATED_POSE_x,ESTIMATED_POSE_y,MECANUM_COMMAND_leftBackPower,MECANUM_COMMAND_leftFrontPower,MECANUM_COMMAND_rightBackPower,MECANUM_COMMAND_rightFrontPower,MECANUM_COMMAND_voltage,PINPOINT_RAW_POSE_heading,PINPOINT_RAW_POSE_x,PINPOINT_RAW_POSE_y,TARGET_POSE_heading,TARGET_POSE_x,TARGET_POSE_y
184558971439,,,,,,,,,,,,,,,,,,0.0,15.25,-63.75
184572237023,,,,,,,-1.0943040251731874e-08,15.250000240295892,-63.75000000000001,,,,,,,,,,,
184574521065,,,,,,,,,,,,,,,-1.0943040251731873e-08,15.250000240295892,-63.75000000000001,,,
184579489607,0.0,6.565824151039125e-08,1.6532731788489269e-15,-1.922367133033731e-06,27.0,5.684341886080802e-14,,,,,,,,,,,,,,
184585270441,,,,,,,,,,-0.015262913947680385,-0.2144423968971594,-0.21444238306916982,-0.015262900119690828,13.586,,,,,,
184688306952,,,,,,,,,,,,,,,,,,7.843111302461353e-06,15.249935101107273,-63.52125730820461
184695946869,,,,,,,-2.950616180896759e-05,15.180913970226378,-63.7439926027313,,,,,,,,,,,
184697063661,,,,,,,,,,,,,,,-2.950616180896759e-05,15.180913970226378,-63.7439926027313,,,
184699128953,0.013866766456448512,0.0005857971368410664,-0.11267022685616682,0.5491780447808232,26.999914895617497,5.280626398900606,,,,,,,,,,,,,,
184703212578,,,,,,,,,,0.3022026204525571,-0.2933939457275792,-0.29255906285501904,0.3030375033251173,13.468,,,,,,
184769658626,,,,,,,,,,,,,,,,,,0.00014308233737154533,15.24881713315169,-63.14404655292818
184777848044,,,,,,,-0.00116289546713233,15.15807384581078,-63.704127514456204,,,,,,,,,,,
184779205461,,,,,,,,,,,,,,,-0.00116289546713233,15.15807384581078,-63.704127514456204,,,
184782039003,0.0937844550724569,0.011862007841821537,-0.7603374514145669,0.6885427728528498,26.996133632060232,10.176937073541676,,,,,,,,,,,,,,
184786964378,,,,,,,,,,0.3837967428729384,-0.38173808604733567,-0.3742280463377547,0.3913067825825194,13.136000000000001,,,,,,
184847981051,,,,,,,,,,,,,,,,,,0.0009261306863748406,15.242353829073053,-62.61111145250859
184855107343,,,,,,,-0.002767775673419237,15.245028518316316,-63.61794779619833,,,,,,,,,,,
184855989927,,,,,,,,,,,,,,,-0.002767775673419237,15.245028518316316,-63.61794779619833,,,
184860713177,0.3143322197109933,0.04097592401971044,-2.5481880410489253,-0.19084644938007764,26.95678411681236,15.865530398800004,,,,,,,,,,,,,,
184864261303,,,,,,,,,,0.45993043698478087,-0.5013106667067299,-0.4754429647524858,0.4857981389390249,12.917,,,,,,
184928977476,,,,,,,,,,,,,,,,,,0.0039165153259749395,15.217725627451065,-61.88816201991733
184934902101,,,,,,,-0.002638707868754864,15.326784389225518,-63.26824999231054,,,,,,,,,,,
184935582560,,,,,,,,,,,,,,,-0.0026387078687548637,15.326784389225518,-63.26824999231054,,,
184936929768,0.7812507628218923,0.10061523010652884,-6.352248615148034,-1.3669080198101544,26.733385842270128,21.027735562271104,,,,,,,,,,,,,,
184940174269,,,,,,,,,,0.5076684421084537,-0.6286675845172867,-0.5640367079234593,0.5722993187022813,12.795,,,,,,
184994297982,,,,,,,,,,,,,,,,,,0.009980811591416578,15.167909796025366,-61.18119239552235
184999753900,,,,,,,0.003214539028704166,15.317256657157358,-62.65263594980315,,,,,,,,,,,
185000345108,,,,,,,,,,,,,,,0.0032145390287041664,15.317256657157358,-62.65263594980315,,,
185001635150,1.3823841590976345,0.17142828903654422,-11.265041870599918,-2.1203257702845817,26.165409533425784,23.500721554679362,,,,,,,,,,,,,,
185004627942,,,,,,,,,,0.5088812764058449,-0.7183927634326293,-0.6041064374956424,0.6231676023428319,12.638,,,,,,
185055378530,,,,,,,,,,,,,,,,,,0.020985210604916548,15.077772184102407,-60.42506872903091
185061236947,,,,,,,0.011558313854038714,15.287271334430365,-61.84032530296506,,,,,,,,,,,
185061813281,,,,,,,,,,,,,,,0.011558313854038715,15.287271334430365,-61.84032530296506,,,
185063043531,2.134961515386774,0.29385987514174133,-17.333708503702773,-3.2298480332661286,25.020920665047477,24.647859154879193,,,,,,,,,,,,,,
185066108365,,,,,,,,,,0.4849631736603845,-0.8291901949487506,-0.6376070805018887,0.6765462881072463,12.078,,,,,,
185119901037,,,,,,,,,,,,,,,,,,0.04136600605666131,14.9090030425637,-59.52116130839483
185126800121,,,,,,,0.028588587418198586,15.300121157188116,-60.706239234744096,,,,,,,,,,,
185128005287,,,,,,,,,,,,,,,0.028588587418198586,15.300121157188116,-60.706239234744096,,,
185129785038,3.103516927544117,0.4820143967474107,-24.75238283888638,-5.605259378489874,22.890190849458094,24.46903641109023,,,,,,,,,,,,,,
185133886455,,,,,,,,,,0.38324534474266386,-0.9174117624797287,-0.623587012170965,0.6770700950514276,11.982000000000001,,,,,,
185216058005,,,,,,,,,,,,,,,,,,0.09714861865557686,14.451040956568745,-58.013197830884366
